A2,,
Wavelength (nm),Intensity (a.u.),
380,14.77169704,
381.0599976,16.005476,
381.9599915,18.04471588,
383.0299988,22.67470741,
383.9299927,20.15080261,
385,24.28541756,
386.0599976,27.15095901,
386.9599915,29.29615021,
388.0299988,33.74676514,
388.9299927,36.67533875,
390,40.18058014,
391.0700073,44.57959366,
392,45.0322113,
393.0700073,51.75337601,
394,56.91132355,
395.0700073,61.78583145,
396,66.82152557,
397.0700073,74.26012421,
398,83.21483612,
399.0700073,89.97699738,
400,97.4228363,
401.0599976,107.2874832,
401.9599915,110.9067078,
403.0299988,118.585556,
403.9299927,131.2383881,
405,142.8614044,
406.0599976,156.3464661,
406.9599915,160.8269196,
408.0299988,179.1407471,
408.9299927,182.7779541,
410,202.2731781,
411.0599976,214.6139374,
411.9599915,225.4909363,
413.0299988,233.0658112,
413.9299927,250.2334442,
415,261.4134827,
416.0599976,284.0089722,
416.9599915,296.8517151,
418.0299988,305.4010315,
418.9299927,316.1695557,
420,324.4674988,
421.0599976,333.2414246,
421.9599915,359.6043396,
423.0299988,364.561554,
423.9299927,376.9858704,
425,387.840271,
426.0599976,395.8719788,
426.9599915,411.5857544,
428.0299988,421.6149597,
428.9299927,433.6802673,
430,444.0253601,
431.0599976,448.6853027,
431.9599915,466.3912354,
433.0299988,470.79599,
433.9299927,475.0114746,
435,482.0613098,
436.0599976,482.979126,
436.9599915,494.8322449,
438.0299988,501.6176147,
438.9299927,508.5883789,
440,527.5221558,
441.0599976,526.6303711,
441.9599915,523.1600952,
443.0299988,539.1934814,
443.9299927,536.7269287,
445,544.1912231,
446.0599976,547.1561279,
446.9599915,554.3712158,
448.0299988,543.9854126,
448.9299927,544.9398193,
450,554.8493042,
451.0599976,550.4366455,
451.9599915,545.7224121,
453.0299988,553.5862427,
453.9299927,548.8937378,
455,547.8793335,
456.0599976,535.9281616,
456.9599915,542.7625122,
458.0299988,533.7331543,
458.9299927,534.1621704,
460,534.6815186,
461.0599976,521.1815796,
461.9599915,521.4555664,
463.0299988,520.9802246,
463.9299927,509.0757141,
465,512.9459839,
466.0599976,494.411499,
466.9599915,489.0074158,
468.0299988,490.3586731,
468.9299927,483.9200134,
470,473.5296936,
471.0400085,464.6649475,
471.9400024,448.790802,
472.980011,439.3752441,
474.019989,447.0526428,
475.0700073,437.5219421,
475.9700012,435.9742126,
477.0100098,423.006134,
478.0499878,418.6930847,
478.9500122,415.3911743,
480,399.2676392,
481.0400085,402.7892456,
481.9400024,382.4356689,
482.980011,380.2006226,
484.019989,363.3938904,
485.0700073,354.4154663,
485.9700012,348.2251282,
487.0100098,347.9544373,
488.0499878,335.7241211,
488.9500122,324.7034607,
490,314.5579224,
491.0599976,312.8041382,
491.9599915,300.7292786,
493.0299988,293.4023438,
493.9299927,289.0115967,
495,282.1091309,
496.0599976,270.9457092,
496.9599915,265.1180115,
498.0299988,265.7720947,
498.9299927,259.8669434,
500,258.9581909,
501.0400085,250.5297089,
501.9400024,247.9201813,
502.980011,234.6147461,
504.019989,230.6213531,
505.0700073,221.0557251,
505.9700012,214.0518188,
507.0100098,212.0062866,
508.0499878,205.1730957,
508.9500122,201.2197876,
510,195.7624512,
511.0400085,187.1496582,
511.9400024,179.1955109,
512.9799805,176.0210724,
514.0200195,168.3971863,
515.0700073,164.9191284,
515.9699707,161.9442444,
517.0100098,152.3218842,
518.0499878,155.3576508,
518.9500122,146.4380951,
520,143.7436218,
521.0200195,136.552124,
522.0499878,128.5308228,
522.9400024,132.0787659,
523.9699707,123.0372543,
525,123.1795578,
526.0200195,119.6962509,
527.0499878,112.3732605,
527.9400024,114.133461,
528.9699707,107.3091583,
530,107.7394257,
531.039978,99.42427826,
531.9400024,97.12063599,
532.9799805,94.40592194,
534.0200195,89.30193329,
535.0700073,87.9095459,
535.9699707,87.19729614,
537.0100098,82.49184418,
538.0499878,77.3944931,
538.9500122,76.34616089,
540,75.2596283,
541.0200195,76.2518692,
542.0499878,74.48357391,
542.9400024,65.69920349,
543.9699707,67.71548462,
545,63.00391388,
546.0200195,62.96874619,
547.0499878,63.66545105,
547.9400024,57.47126389,
548.9699707,54.89365768,
550,52.28999329,
551.039978,50.93663406,
551.9400024,46.33555603,
552.9799805,47.87322998,
554.0200195,46.83886719,
555.0700073,47.37586594,
555.9699707,45.14756012,
557.0100098,44.35066223,
558.0499878,42.20083618,
558.9500122,39.76760864,
560,38.55773544,
561.0200195,37.49110794,
562.0499878,37.86167145,
562.9400024,36.61249542,
563.9699707,33.67753601,
565,32.94594955,
566.0200195,32.28974915,
567.0499878,28.69746971,
567.9400024,28.14081383,
568.9699707,27.88386345,
570,27.31908989,
571.0200195,26.83457756,
572.0499878,26.13505363,
572.9400024,23.89329338,
573.9699707,23.33223724,
575,21.4624691,
576.0200195,21.0689621,
577.0499878,21.340065,
577.9400024,20.01959038,
578.9699707,20.39665222,
580,18.7054081,

A2,
A2
Collection Time: 10/30/2025 4:57:46 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
