A3,,
Wavelength (nm),Intensity (a.u.),
380,12.3077364,
381.0599976,11.91564655,
381.9599915,15.32646275,
383.0299988,15.67528248,
383.9299927,16.53440094,
385,17.21789742,
386.0599976,18.3025322,
386.9599915,19.94040108,
388.0299988,23.17686081,
388.9299927,25.26137733,
390,27.95601082,
391.0700073,31.58392715,
392,34.5573349,
393.0700073,38.99175262,
394,40.46791458,
395.0700073,44.00569916,
396,51.77613449,
397.0700073,56.2086525,
398,58.79769897,
399.0700073,67.19289398,
400,71.11418915,
401.0599976,76.7610321,
401.9599915,86.34963226,
403.0299988,86.64956665,
403.9299927,96.38572693,
405,101.0844803,
406.0599976,110.2326355,
406.9599915,117.0235519,
408.0299988,123.511261,
408.9299927,134.7082062,
410,148.2141724,
411.0599976,150.8693237,
411.9599915,159.825943,
413.0299988,175.3937378,
413.9299927,178.5029602,
415,180.6547394,
416.0599976,199.8341064,
416.9599915,199.3997803,
418.0299988,209.2428741,
418.9299927,221.6146698,
420,229.4761505,
421.0599976,231.8366547,
421.9599915,245.4007263,
423.0299988,258.7967529,
423.9299927,272.4308777,
425,271.7918701,
426.0599976,279.0922852,
426.9599915,288.51828,
428.0299988,296.0267944,
428.9299927,302.5203552,
430,306.2940063,
431.0599976,313.4611206,
431.9599915,318.3532104,
433.0299988,328.7197266,
433.9299927,336.5014343,
435,342.2879944,
436.0599976,340.0449219,
436.9599915,360.4485779,
438.0299988,355.2575684,
438.9299927,361.9148254,
440,357.0524292,
441.0599976,365.2377014,
441.9599915,374.184021,
443.0299988,367.1611023,
443.9299927,375.0290222,
445,374.480072,
446.0599976,366.2157288,
446.9599915,375.5644226,
448.0299988,383.5426636,
448.9299927,377.890686,
450,389.8976135,
451.0599976,385.1704712,
451.9599915,368.8539734,
453.0299988,384.6950684,
453.9299927,383.7957153,
455,372.4105225,
456.0599976,381.344574,
456.9599915,373.7086182,
458.0299988,372.4602356,
458.9299927,378.0372009,
460,373.4674988,
461.0599976,378.6231079,
461.9599915,369.4130554,
463.0299988,367.5116882,
463.9299927,361.5365295,
465,364.7411804,
466.0599976,361.5839539,
466.9599915,352.4631958,
468.0299988,340.8828125,
468.9299927,343.1089783,
470,325.3850708,
471.0400085,340.0758667,
471.9400024,333.8745117,
472.980011,326.3265381,
474.019989,318.3418884,
475.0700073,316.9129944,
475.9700012,310.0503235,
477.0100098,303.7479248,
478.0499878,308.0247803,
478.9500122,286.1512451,
480,291.5613098,
481.0400085,277.5404358,
481.9400024,281.6098938,
482.980011,272.4547119,
484.019989,266.7886963,
485.0700073,253.4350128,
485.9700012,249.3146057,
487.0100098,237.9369812,
488.0499878,230.4327698,
488.9500122,235.6163177,
490,223.743927,
491.0599976,225.8225098,
491.9599915,215.5597382,
493.0299988,210.0391541,
493.9299927,199.7706299,
495,198.0013275,
496.0599976,198.4277802,
496.9599915,190.3717499,
498.0299988,189.2595978,
