A5,,
Wavelength (nm),Intensity (a.u.),
380,7.526130199,
381.0599976,7.141083717,
381.9599915,8.560595512,
383.0299988,9.878087997,
383.9299927,8.319858551,
385,10.69353962,
386.0599976,10.33288193,
386.9599915,11.71020222,
388.0299988,12.26250076,
388.9299927,12.15486431,
390,14.10361099,
391.0700073,12.50210381,
392,14.5963068,
393.0700073,16.41757011,
394,18.02161407,
395.0700073,19.43953896,
396,21.38130188,
397.0700073,22.62659264,
398,22.51963806,
399.0700073,25.95365143,
400,25.83245659,
401.0599976,31.48912621,
401.9599915,29.58316803,
403.0299988,30.06935501,
403.9299927,31.42133713,
405,32.83451462,
406.0599976,38.18955612,
406.9599915,37.07849884,
408.0299988,39.03424072,
408.9299927,43.82730103,
410,45.89562988,
411.0599976,49.56768799,
411.9599915,47.23320007,
413.0299988,53.48215485,
413.9299927,57.92710876,
415,59.28743362,
416.0599976,59.40029526,
416.9599915,63.66155243,
418.0299988,65.80078888,
418.9299927,66.47964478,
420,66.41596222,
421.0599976,68.8608017,
421.9599915,75.16953278,
423.0299988,78.63459778,
423.9299927,81.67887878,
425,85.16114807,
426.0599976,82.54286194,
426.9599915,86.79257202,
428.0299988,87.91139984,
428.9299927,92.61520386,
430,92.57158661,
431.0599976,95.70951843,
431.9599915,96.46562958,
433.0299988,100.2826385,
433.9299927,97.71829987,
435,98.87615967,
436.0599976,103.7718582,
436.9599915,104.361618,
438.0299988,104.7150574,
438.9299927,105.8373184,
440,110.4021988,
441.0599976,110.0122223,
441.9599915,107.1412354,
443.0299988,111.6664886,
443.9299927,114.4948349,
445,109.1871948,
446.0599976,113.3057404,
446.9599915,114.7020493,
448.0299988,112.1472015,
448.9299927,120.239296,
450,114.1250839,
451.0599976,115.1483765,
451.9599915,114.9906616,
453.0299988,112.3535461,
453.9299927,118.6518707,
455,116.012352,
456.0599976,109.1444016,
456.9599915,111.1094208,
458.0299988,112.5584106,
458.9299927,111.6576004,
460,110.2368164,
461.0599976,108.744957,
461.9599915,109.7692642,
463.0299988,111.5018387,
463.9299927,112.3379822,
465,109.7383347,
466.0599976,106.4773026,
466.9599915,105.0641327,
468.0299988,105.5149612,
468.9299927,102.7191315,
470,102.7036285,
471.0400085,98.06545258,
471.9400024,95.1181488,
