A6,,
Wavelength (nm),Intensity (a.u.),
380,9.093001366,
381.0599976,9.263994217,
381.9599915,8.25594902,
383.0299988,8.812390327,
383.9299927,8.533356667,
385,8.611568451,
386.0599976,10.55956841,
386.9599915,9.275737762,
388.0299988,8.893621445,
388.9299927,10.55500412,
390,10.19634628,
391.0700073,10.05913639,
392,9.60926342,
393.0700073,11.32444096,
394,11.83045578,
395.0700073,11.46549606,
396,12.72639751,
397.0700073,12.26900482,
398,13.45422649,
399.0700073,13.09491158,
400,13.384408,
401.0599976,13.37398148,
401.9599915,12.37714958,
403.0299988,12.88702679,
403.9299927,12.24255943,
405,14.44284344,
406.0599976,12.75059319,
406.9599915,11.6379776,
408.0299988,12.29330063,
408.9299927,11.66564465,
410,12.7049427,
411.0599976,13.01838684,
411.9599915,12.51577568,
413.0299988,13.54911518,
413.9299927,13.11166191,
415,14.47106552,
416.0599976,13.73758698,
416.9599915,13.81741047,
418.0299988,12.62807083,
418.9299927,15.59436131,
420,14.70722771,
421.0599976,16.1525135,
421.9599915,15.41077518,
423.0299988,14.9897871,
423.9299927,14.95574951,
425,15.85021019,
426.0599976,15.25895596,
426.9599915,18.31726265,
428.0299988,15.59412384,
428.9299927,15.65620327,
430,16.27726364,
431.0599976,15.76691532,
431.9599915,16.91526985,
433.0299988,17.15126419,
433.9299927,16.22649002,
435,18.03721619,
436.0599976,15.82386684,
436.9599915,16.87776947,
438.0299988,15.79396248,
438.9299927,17.86585426,
440,17.075037,
441.0599976,16.10988617,
441.9599915,16.51469994,
443.0299988,17.07773972,
443.9299927,18.83869362,
445,17.640522,
446.0599976,18.77447319,
446.9599915,16.33027267,
448.0299988,18.40395927,
448.9299927,17.4773674,
450,16.5265522,
451.0599976,18.91395187,
451.9599915,17.13494873,
453.0299988,16.39751244,
453.9299927,16.34570122,
455,16.582798,
456.0599976,17.38884354,
456.9599915,16.76941681,
458.0299988,16.49538994,
458.9299927,18.08642006,
460,16.28324509,
461.0599976,16.46711349,
461.9599915,14.80558109,
463.0299988,16.50271797,
463.9299927,15.79633522,
465,15.95959663,
466.0599976,14.19684696,
466.9599915,15.13902092,
468.0299988,14.55760193,
468.9299927,15.22431087,
470,15.53480911,
471.0400085,15.49671078,
471.9400024,14.01026917,
472.980011,13.12459278,
474.019989,14.0408926,
475.0700073,12.24312019,
475.9700012,13.60326672,
477.0100098,12.79281521,
478.0499878,13.23216152,
478.9500122,11.69898319,
480,11.79150677,
481.0400085,12.0593977,
481.9400024,11.28811836,
482.980011,10.95856285,
484.019989,10.85651112,
485.0700073,10.72390175,
485.9700012,10.56305122,
487.0100098,10.33973408,
488.0499878,9.162056923,
488.9500122,10.02683258,
490,9.278223038,
491.0599976,9.736117363,
491.9599915,9.855443001,
493.0299988,9.12861824,
493.9299927,8.818424225,
495,8.070685387,
496.0599976,8.343358994,
496.9599915,7.938234329,
498.0299988,6.947990417,
498.9299927,6.396353722,
500,7.560959816,
501.0400085,7.144087791,
501.9400024,6.744225025,
502.980011,6.627515316,
504.019989,7.57760191,
505.0700073,7.198203087,
505.9700012,6.171267509,
507.0100098,6.948156357,
508.0499878,6.27709341,
508.9500122,5.350365162,
510,5.854926109,
511.0400085,4.833464146,
511.9400024,5.901085377,
512.9799805,5.577064991,
514.0200195,5.027167797,
515.0700073,4.361931801,
515.9699707,5.382313728,
517.0100098,4.98116684,
518.0499878,4.327077866,
518.9500122,4.81713295,
520,4.713180065,
521.0200195,4.311949253,
522.0499878,3.99638629,
522.9400024,3.60363102,
523.9699707,4.266013145,
525,3.643911362,
526.0200195,3.078836918,
527.0499878,3.431042433,
527.9400024,3.401683331,
528.9699707,2.86480546,
530,2.755875349,
531.039978,3.064511061,
531.9400024,3.108921051,
532.9799805,2.802845955,
534.0200195,2.67808485,
535.0700073,1.875595808,
535.9699707,2.951603174,
537.0100098,2.531173944,
538.0499878,2.137413979,
538.9500122,2.617438316,
540,2.346373796,
541.0200195,2.426625252,
542.0499878,1.780861855,
542.9400024,2.103979349,
543.9699707,2.105262995,
545,2.358890533,
546.0200195,1.819471478,
547.0499878,2.400511265,
547.9400024,1.634667277,
548.9699707,1.312254906,
550,1.429437041,
551.039978,1.470520616,
551.9400024,1.491605878,
552.9799805,1.806684732,
554.0200195,1.371888399,
